formula,pressure,Tc_list,Tc_mean,Tc_std,method,ref
BiH4,150.0,[93.0],93.0,0.0,comput,['[arXiv:1511.05291]']
CuHTa3,0.0,['7.82'],7.82,0.0,comput,['[10.1038/s41524-022-00817-4]']
TiPH2,250.0,['2.22'],2.22,0.0,comput,['[10.1016/j.physleta.2019.126189]']
SiH8,250.0,"[107.0, 98.0]",102.5,4.5,comput,"['[10.1073/pnas.1007354107]', '[10.1073/pnas.1007354107]']"
YMgH5,200.0,[6.0],6.0,0.0,comput,['[10.1002/adts.202100364]']
YMgH5,100.0,[1e-05],1e-05,0.0,comput,['[10.1002/adts.202100364]']
YMgH5,300.0,[4.0],4.0,0.0,comput,['[10.1002/adts.202100364]']
LuH10,200.0,[105.0],105.0,0.0,comput,['[10.1103/PhysRevLett.125.217001]']
CaH6,140.0,[64.633],64.633,0.0,comput,['[arXiv:2211.03265]']
CaH6,150.0,"[182.0, 235.0, 220.0]",212.33333333333334,22.305953365762146,comput,"['[10.1103/PhysRevB.100.174506,10.1088/1361-648X/ab09b4,10.1073/pnas.1118168109]', '[10.1103/PhysRevB.100.174506,10.1088/1361-648X/ab09b4,10.1073/pnas.1118168109]', '[10.1103/PhysRevB.100.174506,10.1088/1361-648X/ab09b4,10.1073/pnas.1118168109]']"
CaH6,300.0,[174.0],174.0,0.0,comput,"['[10.1103/PhysRevB.100.174506,10.1088/1361-648X/ab09b4,10.1073/pnas.1118168109]']"
CaH6,200.0,"['201.0', '211.0', '197.0', 211.3, 197.1]",203.48,6.427254468278042,comput,"['10.1073/pnas.1118168109', '10.1088/1361-648X/ab09b4', '10.1088/1361-648X/ab09b4', '[10.1103/PhysRevB.100.174506,10.1088/1361-648X/ab09b4,10.1073/pnas.1118168109]', '[10.1103/PhysRevB.100.174506,10.1088/1361-648X/ab09b4,10.1073/pnas.1118168109]']"
CaH6,100.0,"[179.0, 150.0, 253.0, 216.0, 71.041]",173.8082,61.978015045336846,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[arXiv:2211.03265]']"
CaH6,110.0,[69.708],69.708,0.0,comput,['[arXiv:2211.03265]']
CaH6,120.0,[68.146],68.146,0.0,comput,['[arXiv:2211.03265]']
CaH6,250.0,['187.0'],187.0,0.0,comput,['10.1073/pnas.1118168109']
LaCeH20,250.0,['109.1'],109.1,0.0,comput,['[10.1016/j.mtphys.2022.100873]']
PH2,200.0,"[75.59, 70.36]",72.975,2.615000000000002,comput,"['[10.1021/jacs.5b10180]', '[10.1021/jacs.5b10180]']"
PH2,100.0,"['32.47', 49.01]",40.739999999999995,8.27,comput,"['[10.1021/jacs.5b10180]', '[10.1021/jacs.5b10180]']"
PH2,150.0,"[50.6, 55.52]",53.06,2.460000000000001,comput,"['[10.1021/jacs.5b10180]', '[10.1021/jacs.5b10180]']"
BaH6,100.0,['38.0'],38.0,0.0,comput,['[10.1021/jp311571n]']
PtHBe3,0.0,['17.82'],17.82,0.0,comput,['[10.1038/s41524-022-00817-4]']
TiH3,100.0,"[7.1, 3.1]",5.1,1.9999999999999998,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
BiHRh3,0.0,['0.01'],0.01,0.0,comput,['[10.1038/s41524-022-00817-4]']
WHFe3,0.0,['0.0'],0.0,0.0,comput,['[10.1038/s41524-022-00817-4]']
ThBeH6,100.0,"['16', '23']",19.5,3.5,comput,"['[10.1016/j.fmre.2022.11.010]', '[10.1016/j.fmre.2022.11.010]']"
ThBeH6,60.0,['43'],43.0,0.0,comput,['[10.1016/j.fmre.2022.11.010]']
ThBeH6,70.0,['41'],41.0,0.0,comput,['[10.1016/j.fmre.2022.11.010]']
NSiH11,300.0,[110.0],110.0,0.0,comput,['[10.1016/j.ssc.2021.114260]']
YSH6,210.0,[91.0],91.0,0.0,comput,['10.1103/PhysRevB.100.184502']
YSH6,300.0,[61.0],61.0,0.0,comput,['10.1103/PhysRevB.100.184502']
NaH16,100.0,"[60.0, 47.0, 75.0, 61.0]",60.75,9.908960591303208,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
Sr(AuH2)2,0.000101325,[10.0],10.0,0.0,comput,['[10.1021/jacs.7b04456]']
NaAlH8,200.0,[39.0],39.0,0.0,comput,['[10.1103/PhysRevB.104.104509]']
NaAlH8,250.0,[45.0],45.0,0.0,comput,['[10.1103/PhysRevB.104.104509]']
NaAlH8,300.0,[55.0],55.0,0.0,comput,['[10.1103/PhysRevB.104.104509]']
Ba(AuH2)2,0.000101325,[30.0],30.0,0.0,comput,['[10.1021/jacs.7b04456]']
CaBH11,250.0,['112'],112.0,0.0,comput,['[10.1103/PhysRevB.104.174106]']
CaBH11,300.0,['112'],112.0,0.0,comput,['[10.1103/PhysRevB.104.174106]']
TaHSc3,0.0,['6.54'],6.54,0.0,comput,['[10.1038/s41524-022-00817-4]']
ZrH10,250.0,[141.0],141.0,0.0,comput,['[10.1103/PhysRevLett.125.217001]']
ZrH10,300.0,[140.0],140.0,0.0,comput,['[10.1103/PhysRevLett.125.217001]']
MgH8,500.0,"[110.0, 82.0, 121.0, 91.0]",101.0,15.346009253222807,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
YMgH3,100.0,[1e-05],1e-05,0.0,comput,['[10.1002/adts.202100364]']
LiP2H14,400.0,['84.0'],84.0,0.0,comput,['[10.1021/acs.jpclett.9b03856]']
LiP2H14,300.0,['112.0'],112.0,0.0,comput,['[10.1021/acs.jpclett.9b03856]']
LiP2H14,230.0,['143.0'],143.0,0.0,comput,['[10.1021/acs.jpclett.9b03856]']
SrH24,500.0,"[227.0, 195.0, 245.0, 218.0]",221.25,18.005207580030838,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
TiH4,350.0,"['21.2', '10.7']",15.95,5.25,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
YKH12,240.0,['143.2'],143.2,0.0,comput,['[arXiv:2103.00193]']
BeP2H14,400.0,['90.0'],90.0,0.0,comput,['[10.1021/acs.jpclett.9b03856]']
YH10,250.0,"['265', '244']",254.5,10.5,comput,"['10.1073/pnas.1704505114', '10.1073/pnas.1704505114']"
YH10,300.0,"['255', '233']",244.0,11.0,comput,"['10.1073/pnas.1704505114', '10.1073/pnas.1704505114']"
OsHCr3,0.0,['15.26'],15.26,0.0,comput,['[10.1038/s41524-022-00817-4]']
AlHRh3,0.0,['2.19'],2.19,0.0,comput,['[10.1038/s41524-022-00817-4]']
HSe,250.0,[39.0],39.0,0.0,comput,['[10.1038/srep15433]']
HSe,300.0,"[23.0, 42.0]",32.5,9.5,comput,"['[10.1038/srep15433]', '[10.1038/srep15433]']"
MoHCo3,0.0,['0.81'],0.81,0.0,comput,['[10.1038/s41524-022-00817-4]']
TiHRh3,0.0,['0.07'],0.07,0.0,comput,['[10.1038/s41524-022-00817-4]']
SnH14,300.0,[97.0],97.0,0.0,comput,['[10.1038/srep22873]']
PbHLi3,0.0,['2.93'],2.93,0.0,comput,['[10.1038/s41524-022-00817-4]']
TiPH,150.0,['0.0001'],0.0001,0.0,comput,['[10.1016/j.physleta.2019.126189]']
InHPd3,0.0,['0.0'],0.0,0.0,comput,['[10.1038/s41524-022-00817-4]']
ThH18,400.0,['296'],296.0,0.0,comput,['[10.1021/jacs.2c05834]']
ThH18,600.0,['321'],321.0,0.0,comput,['[10.1021/jacs.2c05834]']
ThH18,300.0,['131'],131.0,0.0,comput,['[10.1021/jacs.2c05834]']
ThH18,500.0,['306'],306.0,0.0,comput,['[10.1021/jacs.2c05834]']
MgSc3H12,200.0,[2.61],2.61,0.0,comput,['[arXiv:2109.07051v1]']
CSH24,300.0,['138'],138.0,0.0,comput,['[10.1103/PhysRevB.105.134501]']
PHLi3,0.0,['2.21'],2.21,0.0,comput,['[10.1038/s41524-022-00817-4]']
Na2H11,100.0,"[156.0, 127.0, 161.0, 134.0]",144.5,14.326548781894402,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
Na2H11,500.0,"[166.0, 132.0, 180.0, 141.0, 105.0, 72.0, 104.0, 76.0]",122.0,37.06413360649349,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
Na2H11,200.0,"[156.0, 120.0, 162.0, 129.0]",141.75,17.66882848408462,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
TiH,200.0,"[19.5, 14.8]",17.15,2.3499999999999996,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
TiH,50.0,"[5.4, 4.1]",4.75,0.6500000000000004,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
TiH,350.0,"[27.7, 14.4]",21.05,6.6499999999999995,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
LaKH12,140.0,['99.2'],99.2,0.0,comput,['[arXiv:2103.00193]']
MgSc2H9,200.0,[6.88],6.88,0.0,comput,['[arXiv:2109.07051v1]']
AsH,400.0,[20.2],20.2,0.0,comput,['[10.1021/acs.chemmater.5b04638]']
AsH,300.0,[21.2],21.2,0.0,comput,['[10.1021/acs.chemmater.5b04638]']
CSH22,300.0,['78'],78.0,0.0,comput,['[10.1103/PhysRevB.105.134501]']
AcH5,100.0,"[65.0, 48.0, 69.0, 49.0]",57.75,9.364160400164021,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
AcH5,150.0,[74.9],74.9,0.0,comput,['[10.1021/acs.jpclett.8b00615]']
MgH16,300.0,[73.0],73.0,0.0,comput,['[10.1103/PhysRevLett.123.097001]']
H4Te,230.0,[91.33],91.33,0.0,comput,['[10.1103/PhysRevLett.116.057002]']
H4Te,200.0,[99.18],99.18,0.0,comput,['[10.1103/PhysRevLett.116.057002]']
H4Te,170.0,[104.47],104.47,0.0,comput,['[10.1103/PhysRevLett.116.057002]']
H4Te,300.0,[67.7],67.7,0.0,comput,['[10.1103/PhysRevLett.116.057002]']
H4Te,270.0,[75.66],75.66,0.0,comput,['[10.1103/PhysRevLett.116.057002]']
MgHRh3,0.0,['1.11'],1.11,0.0,comput,['[10.1038/s41524-022-00817-4]']
SbHTi3,0.0,"['6.39', '4.14']",5.265,1.125,comput,"['[10.1038/s41524-022-00817-4]', '[10.1038/s41524-022-00817-4]']"
LiH6,200.0,[42.0],42.0,0.0,comput,['[10.1107/S2053229613028337]']
LiH6,250.0,[58.0],58.0,0.0,comput,['[10.1107/S2053229613028337]']
LiH6,300.0,"[152.0, 121.0, 161.0, 130.0, 142.0, 109.0, 163.0, 130.0, 82.0]",132.22222222222223,24.62960178221762,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1107/S2053229613028337]']"
LiH6,150.0,[38.34],38.34,0.0,comput,['[10.1107/S2053229613028337]']
CdHZr3,0.0,['2.57'],2.57,0.0,comput,['[10.1038/s41524-022-00817-4]']
CuHPd3,0.0,['0.0'],0.0,0.0,comput,['[10.1038/s41524-022-00817-4]']
SrSiH8,40.0,['131.44329896907215'],131.44329896907215,0.0,comput,['[10.1038/s41524-022-00801-y]']
SrSiH8,50.0,['126.03092783505153'],126.03092783505153,0.0,comput,['[10.1038/s41524-022-00801-y]']
SrSiH8,100.0,['163.1443298969072'],163.1443298969072,0.0,comput,['[10.1038/s41524-022-00801-y]']
SrSiH8,30.0,['126.03092783505153'],126.03092783505153,0.0,comput,['[10.1038/s41524-022-00801-y]']
H5Te2,200.0,[57.98],57.98,0.0,comput,['[10.1103/PhysRevLett.116.057002]']
H5Te2,300.0,[46.0],46.0,0.0,comput,['[10.1103/PhysRevLett.116.057002]']
MgH12,140.0,[60.0],60.0,0.0,comput,['[10.1103/PhysRevB.87.054107]']
MgH12,500.0,"[340.0, 294.0, 402.0, 360.0]",349.0,38.84584919911006,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
TiH12,150.0,"[4.8, 1.0]",2.9,1.9,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
TiH12,350.0,"[18.9, 9.0]",13.95,4.949999999999999,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
BaH2,60.0,"['0.004', '0.00012']",0.00206,0.0019399999999999999,comput,"['[10.1016/j.ssc.2009.07.044]', '[10.1016/j.ssc.2009.07.044]']"
MgHZr3,0.0,['3.43'],3.43,0.0,comput,['[10.1038/s41524-022-00817-4]']
WHRu3,0.0,['1.38'],1.38,0.0,comput,['[10.1038/s41524-022-00817-4]']
AuHNb3,0.0,['9.57'],9.57,0.0,comput,['[10.1038/s41524-022-00817-4]']
GaH3,120.0,[102.0],102.0,0.0,comput,"['[10.1103/PhysRevB.84.064118,10.1088/0953-2048/27/1/015003]']"
GaH3,240.0,[60.0],60.0,0.0,comput,"['[10.1103/PhysRevB.84.064118,10.1088/0953-2048/27/1/015003]']"
GaH3,160.0,[86.0],86.0,0.0,comput,"['[10.1103/PhysRevB.84.064118,10.1088/0953-2048/27/1/015003]']"
GaH3,200.0,[72.0],72.0,0.0,comput,"['[10.1103/PhysRevB.84.064118,10.1088/0953-2048/27/1/015003]']"
CuHLi3,0.0,['0.76'],0.76,0.0,comput,['[10.1038/s41524-022-00817-4]']
AsHY3,0.0,['5.4'],5.4,0.0,comput,['[10.1038/s41524-022-00817-4]']
PbHPd3,0.0,['0.34'],0.34,0.0,comput,['[10.1038/s41524-022-00817-4]']
CdHNb3,0.0,['7.81'],7.81,0.0,comput,['[10.1038/s41524-022-00817-4]']
MoHFe3,0.0,['0.49'],0.49,0.0,comput,['[10.1038/s41524-022-00817-4]']
HS,300.0,[38.0],38.0,0.0,comput,['[10.1103/PhysRevLett.114.157004]']
BaSiH8,100.0,['61.85567010309276'],61.85567010309276,0.0,comput,['[10.1038/s41524-022-00801-y]']
BaSiH8,10.0,['75.77319587628864'],75.77319587628864,0.0,comput,['[10.1038/s41524-022-00801-y]']
BaSiH8,50.0,['83.50515463917523'],83.50515463917523,0.0,comput,['[10.1038/s41524-022-00801-y]']
BaSiH8,5.0,['71.13402061855669'],71.13402061855669,0.0,comput,['[10.1038/s41524-022-00801-y]']
VH,200.0,[2.24],2.24,0.0,comput,['[10.1021/acs.inorgchem.7b01686]']
Ti2H5,250.0,"[4.7, 1.9]",3.3,1.4000000000000001,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
Ti2H5,50.0,"[7.1, 3.5]",5.3,1.7999999999999998,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
CeH10,150.0,"[134.0, 118.0]",126.0,8.0,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH10,300.0,"[74.0, 56.0]",65.0,9.0,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH10,200.0,"[106.0, 88.0]",97.0,9.0,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH10,92.0,"[147.0, 137.0]",142.0,5.0,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH10,94.0,"[168.0, 157.0]",162.5,5.5,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH10,96.0,"[118.0, 110.0]",114.0,4.0,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH10,98.0,"[125.0, 117.0]",121.0,4.0,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH10,100.0,"[144.0, 134.0]",139.0,5.0,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]']"
CeH10,250.0,"[85.0, 67.0, 43.8]",65.26666666666667,16.864426728735516,comput,"['[10.1063/1.5130583]', '[10.1063/1.5130583]', '[10.1103/PhysRevB.102.144524]']"
BaC2H8,40.0,[6.976744186046503],6.976744186046503,0.0,comput,['[10.1021/acsaelm.1c00617]']
BaC2H8,10.0,[6.146179401993351],6.146179401993351,0.0,comput,['[10.1021/acsaelm.1c00617]']
BaC2H8,80.0,[16.112956810631225],16.112956810631225,0.0,comput,['[10.1021/acsaelm.1c00617]']
BaC2H8,20.0,[7.973421926910305],7.973421926910305,0.0,comput,['[10.1021/acsaelm.1c00617]']
BaC2H8,60.0,[7.973421926910305],7.973421926910305,0.0,comput,['[10.1021/acsaelm.1c00617]']
BaC2H8,30.0,[8.637873754152821],8.637873754152821,0.0,comput,['[10.1021/acsaelm.1c00617]']
SnHLi3,0.0,['2.3'],2.3,0.0,comput,['[10.1038/s41524-022-00817-4]']
AcH18,300.0,['206'],206.0,0.0,comput,['[10.1021/jacs.2c05834]']
AcH18,400.0,"['99', '134']",116.5,17.5,comput,"['[10.1021/jacs.2c05834]', '[10.1021/jacs.2c05834]']"
AcH18,500.0,['76'],76.0,0.0,comput,['[10.1021/jacs.2c05834]']
AcH18,600.0,['53'],53.0,0.0,comput,['[10.1021/jacs.2c05834]']
AcH18,700.0,['50'],50.0,0.0,comput,['[10.1021/jacs.2c05834]']
LaY3H24,180.0,"[145.31, 137.11]",141.21,4.099999999999994,comput,"['[10.1021/acs.chemmater.1c02371]', '[10.1021/acs.chemmater.1c02371]']"
CdHTa3,0.0,['4.48'],4.48,0.0,comput,['[10.1038/s41524-022-00817-4]']
KH6,300.0,"['57.42', '46.05']",51.735,5.685000000000002,comput,"['[arXiv:1502.03017]', '[arXiv:1502.03017]']"
KH6,166.0,"[69.84, 58.66]",64.25,5.590000000000003,comput,"['[10.1103/PhysRevB.86.014118]', '[10.1103/PhysRevB.86.014118]']"
KH6,230.0,"['69.6', '57.95']",63.775,5.824999999999996,comput,"['[arXiv:1502.03017]', '[arXiv:1502.03017]']"
TiHCo3,0.0,['0.0'],0.0,0.0,comput,['[10.1038/s41524-022-00817-4]']
SrH15,200.0,['125'],125.0,0.0,comput,['[10.1007/s11467-022-1182-1]']
SrH15,250.0,['127'],127.0,0.0,comput,['[10.1007/s11467-022-1182-1]']
SrH15,300.0,['139'],139.0,0.0,comput,['[10.1007/s11467-022-1182-1]']
SrH15,500.0,"[136.0, 100.0, 139.0, 110.0]",121.25,16.663958113245485,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
NiHBe3,0.0,['6.17'],6.17,0.0,comput,['[10.1038/s41524-022-00817-4]']
TiHZr3,0.0,['12.35'],12.35,0.0,comput,['[10.1038/s41524-022-00817-4]']
CS15H48,300.0,['168'],168.0,0.0,comput,['[10.1103/PhysRevB.105.134501]']
CS15H48,260.0,['190'],190.0,0.0,comput,['[10.1103/PhysRevB.105.134501]']
SnH4,200.0,[62.0],62.0,0.0,comput,['[10.1073/pnas.0908342107]']
SnH4,220.0,['91.0'],91.0,0.0,comput,['[10.1038/srep22873]']
SnH4,120.0,[22.0],22.0,0.0,comput,['[10.1073/pnas.0908342107]']
Al2H,195.0,"['0.46079092183639175', '0.12814202383362677', 1.8488622039270692, 0.1966459939207828, 0.1735255738620565]",0.5615933434759854,0.6540467040748141,comput,"['[10.1103/PhysRevB.100.174105]', '[10.1103/PhysRevB.100.174105]', '[10.1103/PhysRevB.100.174105]', '[10.1103/PhysRevB.100.174105]', '[10.1103/PhysRevB.100.174105]']"
InHNi3,0.0,['0.0'],0.0,0.0,comput,['[10.1038/s41524-022-00817-4]']
NaP2H14,400.0,['139.0'],139.0,0.0,comput,['[10.1021/acs.jpclett.9b03856]']
BiHY3,0.0,['2.17'],2.17,0.0,comput,['[10.1038/s41524-022-00817-4]']
ZrH6,160.0,[55.0],55.0,0.0,comput,['[10.1103/PhysRevB.98.134103]']
ZrH6,215.0,[70.0],70.0,0.0,comput,['[10.1103/PhysRevB.98.134103]']
ZrH6,340.0,[107.0],107.0,0.0,comput,['[10.1103/PhysRevB.98.134103]']
ZrH6,295.0,"['153.0', 114.0]",133.5,19.5,comput,"['[10.1103/PhysRevB.98.134103]', '[10.1103/PhysRevB.98.134103]']"
ScHPd3,0.0,['0.0'],0.0,0.0,comput,['[10.1038/s41524-022-00817-4]']
ZrH3,40.0,[12.4],12.4,0.0,comput,['[10.1021/acs.jpclett.9b03632]']
ZrH3,10.0,[16.6],16.6,0.0,comput,['[10.1021/acs.jpclett.9b03632]']
ZrH3,260.0,['8.0'],8.0,0.0,comput,['[10.1103/PhysRevB.98.134103]']
ZrH3,20.0,[13.8],13.8,0.0,comput,['[10.1021/acs.jpclett.9b03632]']
AlHZr3,0.0,['3.22'],3.22,0.0,comput,['[10.1038/s41524-022-00817-4]']
SHTi3,0.0,['10.23'],10.23,0.0,comput,['[10.1038/s41524-022-00817-4]']
Li2MgH16,250.0,[473.0],473.0,0.0,comput,['[10.1103/PhysRevLett.123.097001]']
Li2MgH16,500.0,[176.0],176.0,0.0,comput,['[10.1103/PhysRevLett.123.097001]']
Li2MgH16,300.0,"[357.0, 201.0]",279.0,78.0,comput,"['[10.1103/PhysRevLett.123.097001]', '[10.1103/PhysRevLett.123.097001]']"
CaBH9,250.0,[0.001],0.001,0.0,comput,['[10.1103/PhysRevB.104.174106]']
CaBH9,300.0,[1.0],1.0,0.0,comput,['[10.1103/PhysRevB.104.174106]']
LaH8,300.0,['116.65318852762239'],116.65318852762239,0.0,comput,"['[10.1016/j.rinp.2022.106060,10.1073/pnas.1704505114]']"
YCa2H18,200.0,['179'],179.0,0.0,comput,['[10.1103/PhysRevB.106.014521]']
GeHCo3,0.0,['0.0'],0.0,0.0,comput,['[10.1038/s41524-022-00817-4]']
PmH10,250.0,[6.3],6.3,0.0,comput,['[10.1103/PhysRevB.102.144524]']
CdHRh3,0.0,['0.72'],0.72,0.0,comput,['[10.1038/s41524-022-00817-4]']
H3Cl,200.0,"[95.0, 76.66666666666663]",85.83333333333331,9.166666666666686,comput,"['[10.1063/1.5031202]', '[10.1063/1.5031202]']"
H3Cl,250.0,"[77.0, 61.66666666666663]",69.33333333333331,7.666666666666686,comput,"['[10.1063/1.5031202]', '[10.1063/1.5031202]']"
H3Cl,150.0,"[198.0, 142.77777777777777]",170.38888888888889,27.611111111111114,comput,"['[10.1063/1.5031202]', '[10.1063/1.5031202]']"
H3Cl,175.0,"[122.0, 98.88888888888886]",110.44444444444443,11.555555555555571,comput,"['[10.1063/1.5031202]', '[10.1063/1.5031202]']"
CaBH5,300.0,[0.1403482015452962],0.1403482015452962,0.0,comput,['[10.1103/PhysRevB.102.014516]']
SiHLi3,0.0,['2.53'],2.53,0.0,comput,['[10.1038/s41524-022-00817-4]']
ZrH16,150.0,[88.0],88.0,0.0,comput,['[10.1016/j.cossms.2020.100808]']
LaH15,200.0,['113'],113.0,0.0,comput,['[10.1007/s11467-022-1182-1]']
LaH15,250.0,['107'],107.0,0.0,comput,['[10.1007/s11467-022-1182-1]']
LaH15,300.0,['101'],101.0,0.0,comput,['[10.1007/s11467-022-1182-1]']
NaH6,200.0,"[275.0, 235.0, 288.0, 260.0]",264.5,19.704060495238032,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
NaH6,100.0,"[267.0, 228.0, 279.0, 248.0]",255.5,19.345542122153102,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
LiPH3,200.0,"[45.9, 56.3]",51.099999999999994,5.199999999999999,comput,"['[10.1038/s41524-019-0244-6]', '[10.1038/s41524-019-0244-6]']"
InHNb3,0.0,['5.99'],5.99,0.0,comput,['[10.1038/s41524-022-00817-4]']
LiH2,300.0,"[193.0, 162.0, 207.0, 177.0]",184.75,16.887495373796554,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
LiH2,150.0,[1e-05],1e-05,0.0,comput,['[10.1107/S2053229613028337]']
SH7,200.0,"[78.0, 57.0, 78.0, 58.0]",67.75,10.256095748383007,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
CuHBe3,0.0,['3.34'],3.34,0.0,comput,['[10.1038/s41524-022-00817-4]']
NbH,0.000101325,[2.4],2.4,0.0,comput,['[10.1103/PhysRevB.88.184104]']
CuHNb3,0.0,['11.27'],11.27,0.0,comput,['[10.1038/s41524-022-00817-4]']
PtH,160.0,"[3.24, 4.2, 9.7]",5.713333333333334,2.846112358209976,comput,"['[10.1088/0953-8984/24/3/035701]', '[10.1088/0953-8984/24/3/035701]', '[10.1103/PhysRevB.84.054543]']"
PtH,192.0,[7.1],7.1,0.0,comput,['[10.1103/PhysRevB.84.054543]']
PtH,130.0,"[7.32, 15.1, 7.8]",10.073333333333334,3.5597877589666616,comput,"['[10.1088/0953-8984/24/3/035701]', '[10.1103/PhysRevB.84.054543]', '[10.1088/0953-8984/24/3/035701]']"
PtH,100.0,[14.9],14.9,0.0,comput,['[10.1088/0953-8984/24/3/035701]']
PtH,200.0,"[1.42, 2.3]",1.8599999999999999,0.43999999999999995,comput,"['[10.1088/0953-8984/24/3/035701]', '[10.1088/0953-8984/24/3/035701]']"
PtH,105.0,[16.05],16.05,0.0,comput,['[10.1088/0953-8984/24/3/035701]']
PtH,140.0,"[5.6, 5.9]",5.75,0.15000000000000036,comput,"['[10.1088/0953-8984/24/3/035701]', '[10.1088/0953-8984/24/3/035701]']"
PtH,110.0,"[13.27, 11.5]",12.385,0.8849999999999998,comput,"['[10.1088/0953-8984/24/3/035701]', '[10.1088/0953-8984/24/3/035701]']"
PtH,113.0,[17.2],17.2,0.0,comput,['[10.1103/PhysRevB.84.054543]']
PtH,180.0,"[2.18, 3.1]",2.64,0.45999999999999996,comput,"['[10.1088/0953-8984/24/3/035701]', '[10.1088/0953-8984/24/3/035701]']"
PtH,85.0,[23.2],23.2,0.0,comput,['[10.1088/0953-8984/24/3/035701]']
PtH,120.0,"[10.09, 9.1]",9.594999999999999,0.4950000000000001,comput,"['[10.1088/0953-8984/24/3/035701]', '[10.1088/0953-8984/24/3/035701]']"
PtH,90.0,[20.0],20.0,0.0,comput,['[10.1088/0953-8984/24/3/035701]']
